account_address,profile_id,device_label,actor_type,site_id,x_m,y_m,first_tx_index
0x312e669e799c85440b817ffcdbc5f71da62ffeab,profile_16,PixStarPhotoFrame,device,16,1.5,2.0,115626
0x312ebba81a8555962146a13c2c1c43daff0068b8,profile_07,CanaryCamera,device,44,40.5,22.0,132296
0x312fe0ae2ab113e54fcb0064509c8710d84d53ab,profile_24,WithingsSleepSensor,device,23,6.0,24.0,16408
0x3130a44abc36171a3dc9a4535499c1b07929db44,profile_08,HPPrinter,device,11,16.5,3.0,118935
0x313100d09af0b1521b4903e6fc75d2c2c505916b,profile_13,NetatmoWeatherStation,device,52,31.5,6.0,40000
0x3133e422ebaf8339b6a33a724a59da5fcbec4245,profile_02,AwairAirQuality,device,49,39.5,6.0,236245
0x3134c8526857b25bb4d785457828edee4ee65e6f,profile_25,WithingsSmartScale,device,34,21.5,30.0,17814
0x31353beec2ed3dffc213c27a9f28ad8dfee828e9,profile_18,SamsungCamera,device,36,26.5,31.0,113647
0x31367d855717992afa13e7ea29d33f9ca69fa17c,profile_10,LiFXBulb,device,38,30.5,31.0,587
0x31382bbee31ce46d8c6eb571838e1d59f4dead7f,profile_03,BelkinCamera,device,50,38.5,1.0,268461
0x313944a63fcebe7e8945f0cc600a54f9a9ff37fe,profile_10,LiFXBulb,device,30,13.5,31.0,36243
0x313a5bf4df3f2d8b89b7402601d5b10d450001f1,profile_22,TribySpeaker,device,43,35.5,24.0,75898
0x313a65ac37e39702c928666d6cd9bf15528cfd8c,profile_09,HelloBarbie,device,8,24.5,4.0,37861
0x313bd82b9de7924cf0db152aa343035f2423bd5a,profile_06,BlipCareBPMeter,device,23,6.0,24.0,35001
0x313d1cebd51960539ecc9fe50206a7cfbc9e3b9e,profile_18,SamsungCamera,device,11,16.5,3.0,93388
0x3141d0f96f093c60cfc7554a2b0a332389060b5d,profile_25,WithingsSmartScale,device,22,1.5,23.0,219823
0x31422c25cc5d488c8ecd72933f5dd23a0b5d4837,profile_19,SamsungSmartThings,device,22,1.5,23.0,136539
0x3142512bfa112160c0a76a556c9178f3d984e74e,profile_26,iHome,device,49,39.5,6.0,5322
0x314582277cba849875f95e61d5176b44ace53442,profile_07,CanaryCamera,device,26,7.5,31.0,264025
0x3145ebcb6d3e4297b2bb1ce541d9285ebdd9b614,profile_25,WithingsSmartScale,device,46,34.5,16.0,131223
0x314847392a49fcfb6dd5691ad4ed64f3414ffeed,profile_07,CanaryCamera,device,6,19.5,12.0,150416
0x3148d94cfcd4e049f5da2a2fef742f0970c22ebe,profile_06,BlipCareBPMeter,device,28,10.5,31.0,45980
0x31498bbf405ac897403cc57f952816710361a9be,profile_24,WithingsSleepSensor,device,32,17.5,31.0,18347
0x314c7a5b1c2b10177e4a0a41cba2bc36a5ef4cd5,profile_20,TPLinkCamera,device,36,26.5,31.0,6712
0x314cf2fd36f2158d90c15ca197175db94bb7f584,profile_01,AugustDoorBell,device,3,19.5,19.0,105038
0x314e51228f0d782d751a0caac414edf85ff950ed,profile_06,BlipCareBPMeter,device,49,39.5,6.0,199152
0x314f388e6614825c25f197d846f0cc7f28f83cb6,profile_15,PhilipsHue,device,41,36.5,30.0,60220
0x3150f0d8e78f08ef85823503a4d51970b39fd12e,profile_15,PhilipsHue,device,30,13.5,31.0,88701
0x315260950914163880f3ad5a7feec87407fa4868,profile_08,HPPrinter,device,28,10.5,31.0,72164
0x3152c1bc0d1214f6b823422bc2ed849c8be7b925,profile_25,WithingsSmartScale,device,39,30.5,26.0,163988
0x3152ca1269f19e54ace5dd3bb75ee5a82b3a9706,profile_09,HelloBarbie,device,44,40.5,22.0,4791
0x31532ee10d48dc935f0f214e79e5c5ed44e6c951,profile_08,HPPrinter,device,22,1.5,23.0,297077
0x315334c9144ec26b67234866385fd7c072960d28,profile_17,RingDoorBell,device,50,38.5,1.0,26662
0x3155344a77f761bebeafebea722b64868de5ccd0,profile_08,HPPrinter,device,12,13.5,1.0,168261
0x31557dd0fd9fced9d0f7d29951df3d209170c0e7,profile_15,PhilipsHue,device,48,35.5,10.0,220611
0x31575f8fbf1ed31709c97ce2eb55ec885a6f4dd5,profile_00,AmazonEcho,device,12,13.5,1.0,6240
0x3157ba8df91afe17b109c4a378f3c9fb04fe9d61,profile_09,HelloBarbie,device,14,8.5,6.0,457
0x3158e5a06212fd30f9d0f278bf9b883749b660a6,profile_17,RingDoorBell,device,54,26.5,2.0,13673
0x315b0cbbe83f0c180a8aef3742622601a63a50e2,profile_17,RingDoorBell,device,46,34.5,16.0,195011
0x315bbe741f8c8d9deb6b4d4137638fa18f7e9e05,profile_01,AugustDoorBell,device,51,35.5,4.0,62954
0x315cc4157b72ef7db2e9ce363be9c9de62444b67,profile_14,NetatmoWelcome,device,11,16.5,3.0,125736
0x315da829b39143823f185dbea0771b46253ad538,profile_06,BlipCareBPMeter,device,33,19.5,26.0,21773
0x315dac15d829fdebd2787a7c41b256f97970f529,profile_06,BlipCareBPMeter,device,12,13.5,1.0,192163
0x315edece6234feb77882f246ddebfed79683c460,profile_13,NetatmoWeatherStation,device,18,5.5,10.0,1298
0x315fd29025241caca853592547e5d3046e6d8137,profile_00,AmazonEcho,device,11,16.5,3.0,14525
0x316434687a978d61d275d34d04a145931bfcce14,profile_17,RingDoorBell,device,20,0.5,17.0,257101
0x316ae5efda4f0dd3ea69ebbfe6b5055823508316,profile_08,HPPrinter,device,33,19.5,26.0,151413
0x316b733d56c081748ad8e6d832cbc16f2da20fdd,profile_12,NestProtect,device,24,1.5,30.0,206599
0x316e9d0f534111ecf6a165926415d3d3cfef9f33,profile_22,TribySpeaker,device,39,30.5,26.0,10393
0x316f25030d9562900df41b7f64a232ae4dc13ace,profile_05,BelkinWemoSwitch,device,22,1.5,23.0,5412
0x316f7df38ddc96eed9dbd4e7446dcb2c51c216c2,profile_17,RingDoorBell,device,31,15.5,28.0,20708
0x316fa86c00fdfdae7462ea5bd661041beee0c086,profile_26,iHome,device,33,19.5,26.0,6998
0x3170620805e69cc1cfa8b1dbd76060a5a66630c7,profile_17,RingDoorBell,device,7,22.5,8.0,4501
0x317066a7d0e3e429acb39b143e78af8152890f6b,profile_12,NestProtect,device,36,26.5,31.0,75748
0x31719fe792fa1d7f5d921845707656f5222c45e2,profile_22,TribySpeaker,device,20,0.5,17.0,51684
0x3171ce6dc2c978d15bf46d8f2b8e29429d369f2c,profile_20,TPLinkCamera,device,4,22.5,15.0,327
0x3171ded3ceec16059c545d309fb653034429e1c4,profile_12,NestProtect,device,42,39.5,30.0,39169
0x3172f4e682b23ca531d85c74fb76cc8307096626,profile_14,NetatmoWelcome,device,29,12.5,26.0,830
0x3174346bbbdd91030e2fa872d74128668013c47e,profile_26,iHome,device,1,21.5,23.0,192836
0x317579a5541297b71bd71f0370a04e3b032c8630,profile_26,iHome,device,10,19.5,5.0,88195
0x3175a28cf6105466923f11bffabd279f162aa2f8,profile_23,WithingsBabyMonitor,device,11,16.5,3.0,4674
0x3176b96bcb6c8c6805f66f4897392c4b6442735d,profile_22,TribySpeaker,device,30,13.5,31.0,278216
0x3177237a3dc75d4cd5b5afcf29760da4cb330217,profile_02,AwairAirQuality,device,44,40.5,22.0,27474
0x3177ca9ff4ff455dfc46edb7d6e911ee7602ab2f,profile_16,PixStarPhotoFrame,device,21,4.5,18.0,15919
0x31783a80d401674c4d520c2b93e2e8c9679a7139,profile_02,AwairAirQuality,device,42,39.5,30.0,187096
0x317a67e01da975e00a09f0907b0ab1032b3fd433,profile_17,RingDoorBell,device,47,39.5,14.0,250751
0x317b54ed4cfc70b40a3704c3b046bd341cd23cec,profile_09,HelloBarbie,device,46,34.5,16.0,124436
0x317b5c5535920e604c57716dd8cf75b780b3422a,profile_13,NetatmoWeatherStation,device,23,6.0,24.0,45205
0x317fc57b0819d3c9e39b3df0d9ff7c060c8be059,profile_00,AmazonEcho,device,24,1.5,30.0,214542
0x318156bacbc7e6f19e073f8849e3fdf32e53e306,profile_04,BelkinWemoMotionSensor,device,33,19.5,26.0,1335
0x3181d00bd17882f38f8fead59c639c9a18d7d914,profile_00,AmazonEcho,device,9,21.5,2.0,290629
0x31826aa8f613147f4aeea9ca23d630e9c742b230,profile_02,AwairAirQuality,device,35,24.5,27.0,295528
0x3185748d9b7d9c5b8a22d802466b732c505901bc,profile_08,HPPrinter,device,53,28.5,5.0,2293
0x3185b97d4d53458cdd7b6fd38ae9ff81e33bbdcc,profile_14,NetatmoWelcome,device,50,38.5,1.0,5894
0x3187650acdb5bdbd0f1a92c7aa86ca8854e756aa,profile_26,iHome,device,3,19.5,19.0,12403
0x3188140995bc777a6381e43963905acc5331d4bd,profile_06,BlipCareBPMeter,device,54,26.5,2.0,47499
0x318865984e9070d13716446f0fb9738c78547d7b,profile_16,PixStarPhotoFrame,device,46,34.5,16.0,5616
0x3189e4eaca01a9928f73e714274de46730b8b9ec,profile_24,WithingsSleepSensor,device,9,21.5,2.0,11760
0x318ae9a71d49524f0587ff07705caea02b4788f1,profile_11,NestDropCam,device,33,19.5,26.0,20706
0x318c9e57606fb51e4500ba1510cc60c5b45ef8ed,profile_18,SamsungCamera,device,25,4.5,30.0,18495
0x318d23797ee5e2d5f70d2044a9580e40269651e7,profile_11,NestDropCam,device,15,5.5,3.0,16454
0x318d5216c52a76a55c2ba9d4a64f74c688e9150c,profile_07,CanaryCamera,device,29,12.5,26.0,182944
0x318d827fa296abd8fc06deb1b93cab6ed2f8c966,profile_23,WithingsBabyMonitor,device,30,13.5,31.0,170291
0x3190466df460b5a5cc9a976536bb3447b7881e5d,profile_26,iHome,device,13,12.5,5.0,12362
0x31907898806a238e1cc5d1a54b2f4969b691759f,profile_16,PixStarPhotoFrame,device,40,33.5,28.0,273516
0x3192472a48a43e794fb524186100587bf0805c65,profile_20,TPLinkCamera,device,16,1.5,2.0,52778
0x3193f79ecf3145f2e01d981a33f8aedd02d92400,profile_02,AwairAirQuality,device,26,7.5,31.0,28144
0x3194d0ecb44bfa7a731b31681a6f85bd0d68c051,profile_12,NestProtect,device,49,39.5,6.0,164807
0x3194e021b09b5ded266f0566e70aa0df88215a90,profile_07,CanaryCamera,device,9,21.5,2.0,140498
0x3196a00a2b09a5c37a27f2ff0766ac7445095ee3,profile_17,RingDoorBell,device,4,22.5,15.0,71671
0x3197e122413d01d8cb8fdbd80d30761d21d47ad6,profile_07,CanaryCamera,device,4,22.5,15.0,108929
0x319b2457cb62326f585320c404fee42833bc553c,profile_15,PhilipsHue,device,14,8.5,6.0,137040
0x319e74575b75b35498079f3c854174e33a87c1b0,profile_26,iHome,device,21,4.5,18.0,205222
0x31a109a7f71fc43a1cc8fb9f904a82a9dd926a69,profile_11,NestDropCam,device,21,4.5,18.0,77792
0x31a265cda0de3210fe0192c6a2db5f27119cce70,profile_03,BelkinCamera,device,44,40.5,22.0,269518
0x31a54aa2c21520b60a768e628ad8596979eb5525,profile_13,NetatmoWeatherStation,device,49,39.5,6.0,171279
0x31a68169aa824158e9ff8f61a690d814d69320a1,profile_03,BelkinCamera,device,36,26.5,31.0,88135
0x31abb4ea1e1531c5a311ad45321385ca3cbe5562,profile_00,AmazonEcho,device,29,12.5,26.0,21286
0x31ac99f2cdb39ebe4758bc685d56fe7ad94aacb2,profile_04,BelkinWemoMotionSensor,device,21,4.5,18.0,161307
0x31ae86d68dd6818a163f824e73b501924f154356,profile_02,AwairAirQuality,device,14,8.5,6.0,293369
0x31af118c0284c9381d6272cdd37eefc7b474cf5b,profile_14,NetatmoWelcome,device,33,19.5,26.0,208546
0x31af4cd34daadaafe97f3d555751d5b9848b2e57,profile_19,SamsungSmartThings,device,18,5.5,10.0,66287
0x31afcd9c17ff9d0fd7ad84f7162f1c26ed284e2b,profile_12,NestProtect,device,50,38.5,1.0,19396
0x31b091bdcba56f506c69c171a26811d043ffceae,profile_14,NetatmoWelcome,device,8,24.5,4.0,8770
0x31b1756f5066930e04571f12a5b44017a25d3853,profile_00,AmazonEcho,device,38,30.5,31.0,131680
0x31b1c049af0d149ed16950a35d50d586b0e33a1f,profile_16,PixStarPhotoFrame,device,51,35.5,4.0,174361
0x31b3354a56f3512ed1e477c0031d05ea453b565f,profile_23,WithingsBabyMonitor,device,43,35.5,24.0,106861
0x31b36d3c30ca3542f0bf928373d7985b1cbaa977,profile_16,PixStarPhotoFrame,device,53,28.5,5.0,17026
0x31b371e8587709c16cc8dc8d98e5e41d77a6bcd7,profile_06,BlipCareBPMeter,device,14,8.5,6.0,186635
0x31b61dd39a030b0e76eb3992998067e614a97c60,profile_18,SamsungCamera,device,6,19.5,12.0,8004
0x31b68054d139e50a3f7d49c95edec1b05d7f6e43,profile_14,NetatmoWelcome,device,28,10.5,31.0,72069
0x31b69aebaaf1fc26df8e707e3999608d89b81eec,profile_17,RingDoorBell,device,13,12.5,5.0,38776
0x31b7452fa462ad5b7cc0e2f85139a3676290f776,profile_06,BlipCareBPMeter,device,41,36.5,30.0,254926
0x31b81b90b3b41169836e72e8126d6d72963bbe29,profile_09,HelloBarbie,device,50,38.5,1.0,19963
0x31bccd97f355603f1f91cf0aa3e1f1094d8a8c2c,profile_09,HelloBarbie,device,11,16.5,3.0,17733
0x31bd0a9da560e50b7030cf3dccdd4773d0090571,profile_10,LiFXBulb,device,10,19.5,5.0,182778
0x31bd555cfde7df9dc8473f6c8bab71f47f60041b,profile_20,TPLinkCamera,device,17,1.5,8.0,12648
0x31be30a5659675e290fb4d620d2fb04a89880151,profile_08,HPPrinter,device,3,19.5,19.0,182485
0x31beba276ca1cac96d7d2c19fa6baaa7819e78b5,profile_07,CanaryCamera,device,14,8.5,6.0,189126
0x31bed4c69fc1f18e97e454aa9b9d0099eae4d239,profile_17,RingDoorBell,device,47,39.5,14.0,237747
0x31bfdab000560c8fa281689d416812de2d9f9239,profile_14,NetatmoWelcome,device,16,1.5,2.0,15437
0x31c0779a056e89c6d9f06304fc722010fb93e8b2,profile_19,SamsungSmartThings,device,6,19.5,12.0,296593
0x31c0eaf45c620afda122d300eac011d9574237e2,profile_25,WithingsSmartScale,device,38,30.5,31.0,18403
0x31c14a5e6153bd1caafedbbe21cfb1853c38f0a8,profile_06,BlipCareBPMeter,device,9,21.5,2.0,26305
0x31c3c813f639b92befba865ce20e6b28a5035347,profile_20,TPLinkCamera,device,9,21.5,2.0,73146
0x31c5a54e82be517660ca2da73654aaf02f7c42e1,profile_13,NetatmoWeatherStation,device,49,39.5,6.0,18521
0x31c6070422754ab468fdd5116ee2766d8adfb8a8,profile_00,AmazonEcho,device,43,35.5,24.0,289635
0x31c9f237b7c601b22d55a9fc6000f3ab868f39ce,profile_19,SamsungSmartThings,device,3,19.5,19.0,170877
0x31cb59a845d098cedf0f0b590d385e0ccc7f3dc8,profile_24,WithingsSleepSensor,device,48,35.5,10.0,72936
0x31cb74a01299a55befe440fd9d090c6f54809230,profile_01,AugustDoorBell,device,16,1.5,2.0,26230
0x31ce4a5ee7ac126f37096a4b5c6c867d8e989469,profile_02,AwairAirQuality,device,40,33.5,28.0,15086
0x31cef4900cd31bd51bb2599b8a7c3bf636c73fe6,profile_06,BlipCareBPMeter,device,34,21.5,30.0,4147
0x31cf7ad15e65380e00f54d5cdffb8a3995907e3d,profile_01,AugustDoorBell,device,27,8.5,26.0,39931
0x31cfa4448ce4be75f68fe30b964d03b3fbb45f80,profile_17,RingDoorBell,device,34,21.5,30.0,288780
0x31d2bd2f510cfae8b8b03ea30149c7a115785a00,profile_25,WithingsSmartScale,device,46,34.5,16.0,7507
0x31d337f93f3ca09730b48246946d42ae4cde1b05,profile_17,RingDoorBell,device,19,3.5,13.0,37937
0x31d4f39a5b392387b8c74c592ae063d7849d985c,profile_03,BelkinCamera,device,8,24.5,4.0,27176
0x31d4fc4509288a89b05174dbc1068e52e70a12f6,profile_03,BelkinCamera,device,3,19.5,19.0,144782
0x31d52b78dd5769136c748dc10e7f8e453834a790,profile_00,AmazonEcho,device,44,40.5,22.0,19363
0x31d82647b55e6c8119c940edbd3f6e9b026dfcfa,profile_24,WithingsSleepSensor,device,9,21.5,2.0,160456
0x31dd4d7431d7004cddb69491870b6c288e455b87,profile_07,CanaryCamera,device,13,12.5,5.0,186384
0x31dd748597f9a981d219da80854b5d191face185,profile_06,BlipCareBPMeter,device,14,8.5,6.0,64608
0x31e1b4cff147e97d3fe2614b1513a2a273882f9e,profile_10,LiFXBulb,device,19,3.5,13.0,16914
0x31e225b28d83cfaabc72a8f3c085ad4d90decf6a,profile_01,AugustDoorBell,device,34,21.5,30.0,238209
0x31e229e4b837ae18154335f1e3499a8470fc13ba,profile_04,BelkinWemoMotionSensor,device,38,30.5,31.0,346
0x31e478c56d6b0b05b353768ab2f70faf5913d524,profile_08,HPPrinter,device,5,24.5,12.0,140136
0x31e5b4871be8fd847783402870d125493a121453,profile_02,AwairAirQuality,device,3,19.5,19.0,78015
0x31e685d13617d5d4bad1a2a407e6831d4ec057d4,profile_13,NetatmoWeatherStation,device,17,1.5,8.0,45850
0x31e71e3d0de128c6417608c72a39790719784fe6,profile_24,WithingsSleepSensor,device,25,4.5,30.0,28188
0x31e882ddd45125b8511ccfe0d1fc88dd06545e5c,profile_01,AugustDoorBell,device,22,1.5,23.0,157359
0x31e9cb48c7aa733649f1f3ccd4c353b074a95d35,profile_09,HelloBarbie,device,27,8.5,26.0,102273
0x31eb277e1eb33eb3357ad2b87da628835883ce4e,profile_00,AmazonEcho,device,34,21.5,30.0,270915
0x31ed818dafd7fc6a4fbd83095f5fcb3799f8ef75,profile_03,BelkinCamera,device,32,17.5,31.0,241262
0x31f181ebdbb29c4eb45ea295fb307023ae691417,profile_21,TPLinkSmartPlug,device,27,8.5,26.0,79736
0x31f264d1bad12f8b7ecaf049fd3833f6f11ba214,profile_26,iHome,device,43,35.5,24.0,7424
0x31f27267e2421329f342da7fb26ad3e06317b49e,profile_17,RingDoorBell,device,26,7.5,31.0,206777
0x31f31e2f1c09ca45a201468e7c2d0ba10d35f6e7,profile_10,LiFXBulb,device,50,38.5,1.0,91734
0x31f489649876410606be65518f48d0f2fef5bece,profile_08,HPPrinter,device,12,13.5,1.0,38664
0x31f4a5488cabba817472161b7db954e1ba024d8c,profile_11,NestDropCam,device,52,31.5,6.0,24370
0x31f54d1bb3a42ef9e8539acfd268bdae67eeb4c7,profile_15,PhilipsHue,device,6,19.5,12.0,188947
0x31f5f81fb1a43b5497380fd187fea2fccbada769,profile_03,BelkinCamera,device,23,6.0,24.0,5562
0x31f6263eb490fb33f6682abbb6318e26adb84a31,profile_01,AugustDoorBell,device,35,24.5,27.0,1316
0x31f65586b32cf55a667a98a4627f150632af8b92,profile_07,CanaryCamera,device,8,24.5,4.0,251330
0x31f77850064c654c57496a49148274fe48011e5f,profile_00,AmazonEcho,device,22,1.5,23.0,284243
0x31f8b32680117e1d62c071700c2ca313038be120,profile_24,WithingsSleepSensor,device,24,1.5,30.0,35717
0x31fb80a9d630f3d165f8e0ebff29e65a465985f5,profile_13,NetatmoWeatherStation,device,28,10.5,31.0,252353
0x31fc4616ab86a2eb61eb8189abbdbffae23a5fcf,profile_18,SamsungCamera,device,36,26.5,31.0,212293
0x31fd9f3fd74c73939ba2abb1fd405cf2ca4526db,profile_26,iHome,device,24,1.5,30.0,193923
0x320058a0ca1f2ab8573fae4fe4b59150556feca4,profile_19,SamsungSmartThings,device,50,38.5,1.0,51505
0x3200db660e2044b60eee1d7dadae48e8b3b7e543,profile_20,TPLinkCamera,device,21,4.5,18.0,4743
0x3203e1600b7fb97e5e267f6d83647081dd9399a5,profile_18,SamsungCamera,device,29,12.5,26.0,60928
0x3207fd3af2414a33e95fb3c6176100b5299ddaa1,profile_21,TPLinkSmartPlug,device,36,26.5,31.0,4408
0x320b9a460d306d8e731a6b4ecbbb972f9b706cc8,profile_20,TPLinkCamera,device,7,22.5,8.0,62025
0x320cbd4326570eb32ddf23f2c5e258ff3fffd049,profile_26,iHome,device,31,15.5,28.0,19415
0x320ce0c93240d213cd1c53d82406c92a37e2e07f,profile_07,CanaryCamera,device,21,4.5,18.0,1429
0x320cf1deab6edcab2fae6c30b5e0b4968df95545,profile_12,NestProtect,device,39,30.5,26.0,19522
0x320d56a4ac7048de13839390a6f9fef81f1084fc,profile_13,NetatmoWeatherStation,device,27,8.5,26.0,50372
0x320d653c1686ad43a97a60195e05605dd8fe764e,profile_07,CanaryCamera,device,16,1.5,2.0,110964
0x320da183210644cf536697d4851113faea382ac4,profile_09,HelloBarbie,device,22,1.5,23.0,2556
0x3212ece4a8375d1ebd48b5e0d971997e16bff24d,profile_06,BlipCareBPMeter,device,38,30.5,31.0,1275
0x321382f6cab77bbc406499fdf12305a87a0ae419,profile_23,WithingsBabyMonitor,device,18,5.5,10.0,19420
0x3213bb5590458b38818d34bd081c78959222beb1,profile_24,WithingsSleepSensor,device,26,7.5,31.0,23172
0x3213cb63ad87d9fec67500f1be23440c1a215ded,profile_20,TPLinkCamera,device,37,27.5,26.0,115528
0x3216b9f51c6861597a728bf959f3523196d4ed2c,profile_06,BlipCareBPMeter,device,52,31.5,6.0,7824
0x32186c1c82982f560c09c03a7cd8942fb81eb27a,profile_03,BelkinCamera,device,42,39.5,30.0,86097
0x3218e5aae5caf025de58f37747c9fc08ff2fcf9f,profile_25,WithingsSmartScale,device,34,21.5,30.0,24099
0x3219bcd09c66dcc82defaaa5fc34294c458fed35,profile_23,WithingsBabyMonitor,device,32,17.5,31.0,226088
0x321c514ce60d6c2e6427407eec3d4a2ba5ceb170,profile_22,TribySpeaker,device,31,15.5,28.0,16439
0x321e397c041800d3a1309af411e4b0e447057d03,profile_04,BelkinWemoMotionSensor,device,3,19.5,19.0,157012
0x32209bedb92799ba151828e76b7a4fdcba6e4045,profile_06,BlipCareBPMeter,device,27,8.5,26.0,214697
0x32255890ec19d843c8d11e74bda2a6511cb9dd4a,profile_24,WithingsSleepSensor,device,36,26.5,31.0,73417
0x32268cc75b3ed6a9fb520ecec2791855d67e6d51,profile_17,RingDoorBell,device,29,12.5,26.0,10519
0x3228911c255a076782bdc8d7428f9a7112f6d234,profile_22,TribySpeaker,device,23,6.0,24.0,47172
0x3229443d976cb22da1796f87452704876b8fc506,profile_10,LiFXBulb,device,52,31.5,6.0,5838
0x32297baf6673551166142e5f9e5fefe8c3cf3618,profile_09,HelloBarbie,device,49,39.5,6.0,68482
0x322a4fd8e662c61978dee49bee5e5c56e20a7795,profile_13,NetatmoWeatherStation,device,16,1.5,2.0,4387
0x322a958727caaeb20aa546a57434e365adbe99eb,profile_26,iHome,device,49,39.5,6.0,120172
0x322aa50034e666356642dc5327b976392182f1ad,profile_08,HPPrinter,device,1,21.5,23.0,59013
0x322b8ac69f48623117ab2e47de0daf3489a0e8cb,profile_26,iHome,device,24,1.5,30.0,131463
0x322cd362f04d2088365cbf1121acbe3b307786af,profile_14,NetatmoWelcome,device,33,19.5,26.0,9494
0x322d6d4bf4ebf46513a8cc5c9d2129a7dc15f964,profile_14,NetatmoWelcome,device,40,33.5,28.0,157405
0x322dad47e270bdf42789bf64ad25975e816e3c6e,profile_26,iHome,device,47,39.5,14.0,50179
0x322daf5627ef466697818e3a38774015f6fde062,profile_14,NetatmoWelcome,device,30,13.5,31.0,9506
0x3230487b278b86d3a3152d5f23d871f68afcda0e,profile_17,RingDoorBell,device,27,8.5,26.0,95201
0x32304b84ccc4ec65c67c2014c41ff509671289b6,profile_17,RingDoorBell,device,50,38.5,1.0,285719
0x3233a7aad7dbb08489e90185767651d58f3f6bad,profile_15,PhilipsHue,device,1,21.5,23.0,151687
0x323632d993fe227753ab7cc9c14834f60e043abf,profile_10,LiFXBulb,device,11,16.5,3.0,62147
0x3237c05c61c881c9809d4f958190083922032a87,profile_18,SamsungCamera,device,36,26.5,31.0,69630
0x3238985251a89d5e2694b0845f4655ee943daf31,profile_24,WithingsSleepSensor,device,11,16.5,3.0,20542
0x3239d44cdec064127d4331744beff1d575cd9ee0,profile_16,PixStarPhotoFrame,device,13,12.5,5.0,277671
0x323a91fe43c21ab812c9867792a18f883f9428f5,profile_15,PhilipsHue,device,36,26.5,31.0,19285
0x323ab72909aa0d4eb948ce479a24299d84d89e7d,profile_17,RingDoorBell,device,4,22.5,15.0,225692
0x323b302b5d5cd4527b24a2b3ee295bb3d1f553f3,profile_18,SamsungCamera,device,35,24.5,27.0,16702
0x323b3cfe3ee62bbde2a261e53cb3ecc05810f2c6,profile_12,NestProtect,device,48,35.5,10.0,155786
0x323be975bf889d31568dc8f86d0dd8aeac7e0a4d,profile_14,NetatmoWelcome,device,51,35.5,4.0,51455
0x323cd41e4d4e74eb94ca49edccaab03f798a930a,profile_19,SamsungSmartThings,device,21,4.5,18.0,197667
0x323d951e40b915f2bf9e20866208cca00f565149,profile_06,BlipCareBPMeter,device,43,35.5,24.0,240985
0x323fbcf27a1adab8006f155ba74d1e4c6869b5d8,profile_06,BlipCareBPMeter,device,14,8.5,6.0,5410
0x3241971ec3ae953d8ea2294c6a824c9a35aa9825,profile_26,iHome,device,4,22.5,15.0,168787
0x3243b5068d6a78994ccd835887dcbd23305a78c5,profile_22,TribySpeaker,device,35,24.5,27.0,20922
0x324659baa5d781695d5c9f296fadc4bf80a1e395,profile_04,BelkinWemoMotionSensor,device,5,24.5,12.0,285181
0x3246a4c6bf03fd6684d441d3801bf63446475c62,profile_08,HPPrinter,device,46,34.5,16.0,1574
0x324b0e5336ffc279e5513d866a8b01996f1084d3,profile_04,BelkinWemoMotionSensor,device,37,27.5,26.0,16589
0x324c660aa1792e034df260093e8bae274ea4bc43,profile_24,WithingsSleepSensor,device,35,24.5,27.0,146705
0x324c813886146b6fc94413d53372d259408cbbc3,profile_20,TPLinkCamera,device,50,38.5,1.0,5276
0x324cd17273cdae322e240c9f605b09a365e4cbcd,profile_01,AugustDoorBell,device,8,24.5,4.0,103047
0x324ebc20b8415f52a4026447fc42a99c3e184342,profile_09,HelloBarbie,device,43,35.5,24.0,32039
0x324ef5bb563eefdeed0f14256bdf93e37ef20ef9,profile_20,TPLinkCamera,device,27,8.5,26.0,159009
0x324f4a52062b663675acda100050b4fe3560d9f8,profile_19,SamsungSmartThings,device,35,24.5,27.0,17017
0x324f9562a9f3682a2b64a1d558b4105d1b7debc6,profile_02,AwairAirQuality,device,4,22.5,15.0,1393
0x325143d5242abefcca98012d4fd5ddfdfd4a40c1,profile_21,TPLinkSmartPlug,device,41,36.5,30.0,4241
0x3251b779a45d491c9351f4c82b4d523d7941972f,profile_21,TPLinkSmartPlug,device,19,3.5,13.0,180495
0x3254a4f774349b842a7f264695ec78e31eb67669,profile_24,WithingsSleepSensor,device,36,26.5,31.0,185704
0x3257fad763a1f296bde5829d9a0e82d0c249cd62,profile_20,TPLinkCamera,device,10,19.5,5.0,213881
0x32597b0f8c4615db94426bba59b0d2e791249f84,profile_00,AmazonEcho,device,35,24.5,27.0,83186
0x325e7b6802a5ff52600e98194c956dc30575def2,profile_24,WithingsSleepSensor,device,50,38.5,1.0,15595
0x32639edf5c0d00e3da59a8a4dd967e2ab7319226,profile_23,WithingsBabyMonitor,device,12,13.5,1.0,127620
0x32647d781b26b4801486360803dd67939fdee503,profile_19,SamsungSmartThings,device,21,4.5,18.0,8713
0x3264bb6c308af95c276926dd4c06aba1a89e8038,profile_25,WithingsSmartScale,device,19,3.5,13.0,32554
0x3266a6253635ee0455e4e54a286de39d79565efb,profile_15,PhilipsHue,device,28,10.5,31.0,15452
0x326755a691e345ffecf058b3e567e4dd14812367,profile_19,SamsungSmartThings,device,34,21.5,30.0,142490
0x32699dd9c4c60ddec19e608b1ba72741c4fbcfa9,profile_15,PhilipsHue,device,17,1.5,8.0,58233
0x326a42e23821dd9f8299cb591a65299e046f0ef0,profile_09,HelloBarbie,device,7,22.5,8.0,261033
