template_id,profile_id,source_file,source_row,time,protocol,srcIp,dstIp,srcPort,dstPort,srcNumPackets,dstNumPackets,srcPayloadSize,dstPayloadSize,flowDuration,is_control_protocol
profile_04:320777,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,320777,2016-11-08 20:15:06.738780,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:320979,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,320979,2016-11-08 20:43:06.881990,http,192.168.1.193,192.168.1.223,3236,49152,1,4,183,3617,10.0,0
profile_04:321072,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321072,2016-11-08 20:55:38.256884,http,192.168.1.193,192.168.1.223,4114,49152,1,4,183,3617,9.0,0
profile_04:321099,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321099,2016-11-08 20:55:39.353616,http,192.168.1.223,192.168.1.193,4137,49152,2,1,319,193,16.0,0
profile_04:321132,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321132,2016-11-08 20:55:49.150005,http,192.168.1.193,192.168.1.223,4152,49152,1,4,183,3617,5.0,0
profile_04:321199,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321199,2016-11-08 20:55:52.329247,ssdp,192.168.1.223,192.168.1.193,4174,49152,2,1,319,227,90.0,1
profile_04:321392,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321392,2016-11-08 21:20:14.942944,http,192.168.1.193,192.168.1.1,3250,5000,1,3,183,4000,9.0,0
profile_04:321612,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321612,2016-11-08 21:53:53.564520,http,192.168.1.193,192.168.1.223,4581,49152,1,1,196,193,3.0,0
profile_04:321628,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321628,2016-11-08 21:53:54.087123,http,192.168.1.223,192.168.1.193,4230,49152,2,1,319,193,25.0,0
profile_04:321775,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321775,2016-11-08 22:16:11.852242,http,192.168.1.193,192.168.1.248,4437,49152,1,1,186,1170,5.0,0
profile_04:321778,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321778,2016-11-08 22:16:11.992628,http,192.168.1.193,192.168.1.223,3687,49152,1,4,183,3617,8.0,0
profile_04:321847,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321847,2016-11-08 22:26:33.541984,ssdp,192.168.1.248,192.168.1.193,1900,3147,2,0,678,0,101.0,1
profile_04:321884,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,321884,2016-11-08 22:31:04.346576,http,192.168.1.193,192.168.1.1,3548,5000,1,2,183,2724,0.0,0
profile_04:322284,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,322284,2016-11-08 23:29:41.166938,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:323133,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,323133,2016-11-09 01:30:53.883342,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:323492,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,323492,2016-11-09 02:22:54.773268,ssdp,192.168.1.248,192.168.1.193,1900,3147,2,0,678,0,95.0,1
profile_04:323915,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,323915,2016-11-09 03:20:59.504283,http,192.168.1.193,192.168.1.1,4197,5000,1,2,183,2724,0.0,0
profile_04:323959,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,323959,2016-11-09 03:28:17.490916,stun,192.168.1.193,174.129.217.97,4932,3478,1,1,148,80,217.0,0
profile_04:324329,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,324329,2016-11-09 04:23:54.888468,http,192.168.1.193,192.168.1.223,4022,49152,1,4,183,3617,6.0,0
profile_04:324601,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,324601,2016-11-09 05:02:36.633116,http,192.168.1.193,192.168.1.248,4712,49152,1,1,186,1170,12.0,0
profile_04:324851,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,324851,2016-11-09 05:37:37.545028,http,192.168.1.193,192.168.1.1,3831,5000,1,2,183,2724,0.0,0
profile_04:324928,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,324928,2016-11-09 05:47:58.880197,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff00:0,*,*,1,0,32,0,0.0,0
profile_04:325016,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325016,2016-11-09 05:58:31.842131,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff00:0,*,*,1,0,32,0,0.0,0
profile_04:325184,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325184,2016-11-09 06:17:57.591163,http,192.168.1.193,192.168.1.248,4182,49152,1,1,186,1170,2.0,0
profile_04:325559,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325559,2016-11-09 07:06:25.626582,ssdp,192.168.1.248,192.168.1.193,1900,3147,2,0,678,0,104.0,1
profile_04:325596,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325596,2016-11-09 07:11:06.316810,http,192.168.1.193,192.168.1.248,3992,49152,1,1,186,1170,1.0,0
profile_04:325606,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325606,2016-11-09 07:11:43.488078,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,1,0,32,0,0.0,0
profile_04:325767,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325767,2016-11-09 07:32:00.417310,http,192.168.1.193,192.168.1.1,4874,5000,1,2,183,2724,0.0,0
profile_04:325777,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325777,2016-11-09 07:33:20.393074,ssdp,192.168.1.193,192.168.1.243,3187,52795,10,0,3316,0,761.0,1
profile_04:325812,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325812,2016-11-09 07:38:52.136590,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:325814,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325814,2016-11-09 07:39:42.819129,ssdp,192.168.1.248,192.168.1.193,1900,3147,2,0,678,0,104.0,1
profile_04:325874,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325874,2016-11-09 07:47:12.341589,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,1,0,32,0,0.0,0
profile_04:325993,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,325993,2016-11-09 08:03:56.057657,ssdp,192.168.1.193,239.255.255.250,3147,1900,2,0,202,0,107.0,1
profile_04:326021,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,326021,2016-11-09 08:06:29.750444,http,192.168.1.193,192.168.1.223,4007,49152,1,4,183,3617,7.0,0
profile_04:326230,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,326230,2016-11-09 08:36:34.171411,ssdp,192.168.1.248,192.168.1.193,1900,3147,2,0,678,0,102.0,1
profile_04:326245,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,326245,2016-11-09 08:38:35.398259,ssdp,192.168.1.223,192.168.1.193,3187,3147,4,0,1232,0,314.0,1
profile_04:326302,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,326302,2016-11-09 08:46:05.525746,http,192.168.1.193,192.168.1.223,3651,49152,1,4,183,3617,12.0,0
profile_04:326333,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,326333,2016-11-09 08:51:21.014009,http,192.168.1.193,192.168.1.223,3723,49152,1,4,183,3617,5.0,0
profile_04:326393,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,326393,2016-11-09 08:55:10.689133,http,192.168.1.193,192.168.1.223,3768,49152,1,1,152,238,3.0,0
profile_04:326535,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,326535,2016-11-09 08:58:06.202659,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,2,0,64,0,119081.0,0
profile_04:326884,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,326884,2016-11-09 09:47:17.933372,http,192.168.1.193,192.168.1.223,3599,49152,1,4,183,3617,6.0,0
profile_04:327407,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,327407,2016-11-09 11:02:15.618268,http,192.168.1.193,192.168.1.223,3658,49152,1,4,183,3617,10.0,0
profile_04:327606,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,327606,2016-11-09 11:32:13.385321,http,192.168.1.193,192.168.1.248,3276,49152,1,1,186,1170,2.0,0
profile_04:327979,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,327979,2016-11-09 12:27:03.761677,ssdp,192.168.1.1,192.168.1.193,1900,3147,2,0,716,0,102.0,1
profile_04:328000,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,328000,2016-11-09 12:29:49.151307,http,192.168.1.193,192.168.1.1,4973,5000,1,2,183,2724,0.0,0
profile_04:328098,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,328098,2016-11-09 12:45:30.206711,ssdp,192.168.1.248,192.168.1.193,1900,3147,2,0,678,0,102.0,1
profile_04:328256,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,328256,2016-11-09 13:06:36.636318,http,192.168.1.193,192.168.1.223,3204,49152,1,4,183,3617,8.0,0
profile_04:328341,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,328341,2016-11-09 13:19:33.340731,ssdp,192.168.1.193,239.255.255.250,3147,1900,2,0,202,0,103.0,1
profile_04:328454,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,328454,2016-11-09 13:36:49.107074,http,192.168.1.193,192.168.1.223,4813,49152,1,4,183,3617,10.0,0
profile_04:328565,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,328565,2016-11-09 13:52:44.726431,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff00:0,*,*,1,0,32,0,0.0,0
profile_04:328877,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,328877,2016-11-09 14:15:25.326462,http,192.168.1.193,192.168.1.223,4711,49152,1,1,154,238,4.0,0
profile_04:329028,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,329028,2016-11-09 14:35:39.536205,http,192.168.1.193,192.168.1.1,3362,5000,1,2,183,2724,0.0,0
profile_04:329185,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,329185,2016-11-09 14:58:41.605773,http,192.168.1.193,192.168.1.223,4784,49152,1,4,183,3617,3.0,0
profile_04:329550,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,329550,2016-11-09 15:47:10.362483,icmp,192.168.1.193,239.255.255.250,*,*,1,0,8,0,0.0,1
profile_04:329879,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,329879,2016-11-09 16:36:27.446562,ssdp,192.168.1.223,192.168.1.193,3196,3147,4,0,1232,0,311.0,1
profile_04:329906,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,329906,2016-11-09 16:38:55.908496,http,192.168.1.193,192.168.1.1,3251,5000,1,2,183,2724,0.0,0
profile_04:330100,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,330100,2016-11-09 17:05:26.666726,http,192.168.1.193,192.168.1.223,3290,49152,1,4,183,3617,4.0,0
profile_04:330570,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,330570,2016-11-09 18:14:38.968735,ssdp,192.168.1.1,192.168.1.193,1900,3147,2,0,716,0,108.0,1
profile_04:330724,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,330724,2016-11-09 18:37:24.370547,http,192.168.1.193,192.168.1.223,4813,49152,1,4,183,3617,14.0,0
profile_04:331107,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,331107,2016-11-09 19:29:37.391139,http,192.168.1.223,192.168.1.193,3217,49152,2,1,412,193,44.0,0
profile_04:331152,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,331152,2016-11-09 19:37:32.898900,http,192.168.1.193,192.168.1.1,3077,5000,1,2,183,2724,0.0,0
profile_04:331174,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,331174,2016-11-09 19:39:55.198761,http,192.168.1.193,192.168.1.248,4209,49152,1,1,186,1170,1.0,0
profile_04:331274,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,331274,2016-11-09 19:53:12.725743,http,192.168.1.193,192.168.1.223,4311,49152,1,4,183,3617,7.0,0
profile_04:331282,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,331282,2016-11-09 19:54:25.010647,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,1,0,32,0,0.0,0
profile_04:331571,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,331571,2016-11-09 20:37:55.332674,ssdp,192.168.1.1,192.168.1.193,1900,3147,2,0,716,0,103.0,1
profile_04:332032,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,332032,2016-11-09 21:41:58.126446,ssdp,192.168.1.1,192.168.1.193,1900,3147,2,0,716,0,103.0,1
profile_04:332070,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,332070,2016-11-09 21:46:56.730701,http,192.168.1.193,192.168.1.1,4484,5000,1,2,183,2724,0.0,0
profile_04:332162,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,332162,2016-11-09 22:00:32.154352,http,192.168.1.223,192.168.1.193,4779,49152,2,1,319,193,15.0,0
profile_04:332263,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,332263,2016-11-09 22:16:24.291923,ssdp,192.168.1.223,192.168.1.193,3196,3147,4,0,1232,0,182.0,1
profile_04:332564,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,332564,2016-11-09 22:58:48.965179,http,192.168.1.193,192.168.1.223,4822,49152,1,4,183,3617,6.0,0
profile_04:332714,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,332714,2016-11-09 23:19:17.908033,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:332920,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,332920,2016-11-09 23:48:32.943876,stun,192.168.1.193,174.129.217.97,4337,3478,1,1,148,80,206.0,0
profile_04:332939,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,332939,2016-11-09 23:50:47.652669,http,192.168.1.193,192.168.1.223,4841,49152,1,4,183,3617,6.0,0
profile_04:333363,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,333363,2016-11-10 00:53:29.556611,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:333473,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,333473,2016-11-10 01:10:14.238504,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:333496,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,333496,2016-11-10 01:12:45.003959,http,192.168.1.193,192.168.1.248,3736,49152,1,1,186,1170,3.0,0
profile_04:333639,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,333639,2016-11-10 01:32:59.071097,http,192.168.1.193,192.168.1.248,4031,49152,1,1,186,1170,7.0,0
profile_04:333687,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,333687,2016-11-10 01:39:41.565349,http,192.168.1.193,192.168.1.1,3368,5000,1,2,183,2724,0.0,0
profile_04:333926,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,333926,2016-11-10 02:12:47.066127,stun,192.168.1.193,174.129.217.97,4337,3478,1,1,148,80,206.0,0
profile_04:334082,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,334082,2016-11-10 02:14:54.979135,http,192.168.1.193,192.168.1.223,4982,49152,1,1,196,193,4.0,0
profile_04:334181,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,334181,2016-11-10 02:27:09.994650,http,192.168.1.193,192.168.1.248,3746,49152,1,1,186,1170,9.0,0
profile_04:334503,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,334503,2016-11-10 03:12:15.376379,http,192.168.1.193,192.168.1.223,4172,49152,1,4,183,3617,4.0,0
profile_04:334758,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,334758,2016-11-10 03:50:15.956824,http,192.168.1.193,192.168.1.223,3762,49152,1,4,183,3617,5.0,0
profile_04:335157,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335157,2016-11-10 04:45:31.787295,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:335248,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335248,2016-11-10 05:00:10.077821,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,1,0,32,0,0.0,0
profile_04:335370,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335370,2016-11-10 05:17:30.184461,stun,192.168.1.193,174.129.217.97,4337,3478,1,1,148,80,204.0,0
profile_04:335377,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335377,2016-11-10 05:18:39.970332,http,192.168.1.193,192.168.1.248,3818,49152,1,1,186,1170,8.0,0
profile_04:335403,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335403,2016-11-10 05:24:03.998529,ssdp,192.168.1.1,192.168.1.193,1900,3147,2,0,716,0,102.0,1
profile_04:335556,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335556,2016-11-10 05:45:32.663037,icmp,192.168.1.193,239.255.255.250,*,*,1,0,8,0,0.0,1
profile_04:335739,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335739,2016-11-10 06:13:12.696783,ssdp,192.168.1.193,239.255.255.250,3147,1900,2,0,202,0,103.0,1
profile_04:335940,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335940,2016-11-10 06:42:02.172890,icmp,192.168.1.193,239.255.255.250,*,*,1,0,8,0,0.0,1
profile_04:335979,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,335979,2016-11-10 06:47:35.487393,stun,192.168.1.193,174.129.217.97,4337,3478,1,1,148,80,206.0,0
profile_04:336016,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336016,2016-11-10 06:53:38.659048,ssdp,192.168.1.1,192.168.1.193,1900,3147,2,0,716,0,102.0,1
profile_04:336146,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336146,2016-11-10 07:11:53.865553,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff00:0,*,*,1,0,32,0,0.0,0
profile_04:336362,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336362,2016-11-10 07:42:49.602780,http,192.168.1.193,192.168.1.1,3315,5000,1,2,183,2724,0.0,0
profile_04:336455,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336455,2016-11-10 07:58:01.763212,ssdp,192.168.1.223,192.168.1.193,3198,3147,4,0,1232,0,310.0,1
profile_04:336513,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336513,2016-11-10 08:04:47.538800,ssdp,192.168.1.248,192.168.1.193,1900,3147,1,0,339,0,0.0,1
profile_04:336604,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336604,2016-11-10 08:18:47.594395,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:336645,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336645,2016-11-10 08:26:09.713298,http,192.168.1.193,192.168.1.248,4461,49152,1,1,186,1170,2.0,0
profile_04:336779,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336779,2016-11-10 08:44:23.699673,http,192.168.1.193,192.168.1.223,4132,49152,1,4,183,3617,5.0,0
profile_04:336840,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336840,2016-11-10 08:52:29.436705,http,192.168.1.193,192.168.1.223,4617,49152,1,1,154,238,16.0,0
profile_04:336879,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,336879,2016-11-10 09:00:00.729475,icmp,192.168.1.193,239.255.255.250,*,*,1,0,8,0,0.0,1
profile_04:337052,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,337052,2016-11-10 09:23:32.895357,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff00:0,*,*,1,0,32,0,0.0,0
profile_04:337335,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,337335,2016-11-10 10:07:24.230915,ssdp,192.168.1.193,239.255.255.250,3147,1900,2,0,202,0,109.0,1
profile_04:337400,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,337400,2016-11-10 10:15:36.104445,http,192.168.1.193,192.168.1.223,3115,49152,1,4,183,3617,23.0,0
profile_04:337630,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,337630,2016-11-10 10:48:42.696421,icmp,192.168.1.193,239.255.255.250,*,*,1,0,8,0,0.0,1
profile_04:338004,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338004,2016-11-10 11:44:33.516104,http,192.168.1.193,192.168.1.248,4830,49152,1,1,186,1170,3.0,0
profile_04:338058,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338058,2016-11-10 11:52:01.781230,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,1,0,32,0,0.0,0
profile_04:338138,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338138,2016-11-10 12:03:11.354632,http,192.168.1.193,192.168.1.223,4334,49152,1,4,183,3617,9.0,0
profile_04:338168,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338168,2016-11-10 12:09:08.606686,stun,192.168.1.193,174.129.217.97,4736,3478,1,1,148,80,206.0,0
profile_04:338373,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338373,2016-11-10 12:37:41.802317,http,192.168.1.223,192.168.1.193,4170,49152,2,1,412,193,34.0,0
profile_04:338557,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338557,2016-11-10 13:04:46.358394,http,192.168.1.193,192.168.1.248,4008,49152,1,1,186,1170,1.0,0
profile_04:338844,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338844,2016-11-10 13:44:55.514913,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,1,0,32,0,0.0,0
profile_04:338845,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338845,2016-11-10 13:44:58.742454,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff00:0,*,*,2,0,64,0,118453.0,0
profile_04:338878,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338878,2016-11-10 13:51:11.060293,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,1,0,32,0,0.0,0
profile_04:338955,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,338955,2016-11-10 14:01:02.792210,icmp,192.168.1.193,239.255.255.250,*,*,1,0,8,0,0.0,1
profile_04:339148,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,339148,2016-11-10 14:14:25.320432,http,192.168.1.193,192.168.1.223,4924,49152,1,1,198,193,3.0,0
profile_04:339311,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,339311,2016-11-10 14:28:47.839812,stun,192.168.1.193,174.129.217.97,4736,3478,1,1,148,80,206.0,0
profile_04:339428,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,339428,2016-11-10 14:43:29.006106,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff83:2811,*,*,1,0,32,0,0.0,0
profile_04:339604,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,339604,2016-11-10 15:07:19.315740,http,192.168.1.193,192.168.1.223,3769,49152,1,4,201,3617,7.0,0
profile_04:339607,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,339607,2016-11-10 15:08:29.909977,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:0:0:2,*,*,1,0,32,0,0.0,0
profile_04:339879,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,339879,2016-11-10 15:46:50.790604,http,192.168.1.193,192.168.1.1,4708,5000,1,2,183,2724,0.0,0
profile_04:339908,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,339908,2016-11-10 15:52:23.057062,ssdp,192.168.1.248,192.168.1.193,1900,3147,1,0,339,0,0.0,1
profile_04:340023,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,340023,2016-11-10 16:06:38.473170,none,fe80:0:0:0:ee1a:59ff:fe83:2811,ff02:0:0:0:0:1:ff00:0,*,*,1,0,32,0,0.0,0
profile_04:340058,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,340058,2016-11-10 16:12:26.015250,stun,192.168.1.193,174.129.217.97,4736,3478,1,1,148,80,206.0,0
profile_04:340103,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,340103,2016-11-10 16:21:02.112738,http,192.168.1.193,192.168.1.1,3179,5000,1,2,183,2724,0.0,0
profile_04:340124,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,340124,2016-11-10 16:25:56.748907,stun,192.168.1.193,174.129.217.97,4736,3478,1,1,148,80,206.0,0
profile_04:340150,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,340150,2016-11-10 16:28:43.523052,ssdp,192.168.1.223,192.168.1.193,3200,3147,4,0,1232,0,316.0,1
profile_04:340508,profile_04,flows/BelkinWemoMotionSensor_ec1a59832811_flows.csv,340508,2016-11-10 17:16:06.370992,http,192.168.1.193,192.168.1.223,4114,49152,1,4,183,3617,4.0,0
